451791	Вишенки
461838	Зябки
462816	Жуковка
462826	Жуковка
462834	Жекупино
462861	Жостово
462998	Жиляева
463176	Жерело
463242	Желыбино
463249	Желябово
463288	Желовь
463344	Железнодорожный округ Рязани
463346	Железнодорожный район
463347	Железнодорожный район
463348	Железнодорожный район
463350	Железнодорожный район
463666	Зенькино
463834	Зеленодольский район
463855	Зеленино
464104	Заволжский район
464105	Заволжский район
464123	Заводской район
464124	Заводской район
464467	Зарубино
465014	Заневка
465351	Закинское ущелье
465767	Заднепровский район
466442	Юргелица
467148	Еройла
467405	Еремеево
467699	Еловский район
467719	Еловка
467794	Ёлкино
467883	Елизаветинка
468511	Язвищи
468903	Ярославль
469088	Янино
469213	Ямские Постоялые Дворы
469373	Ялхорой
469471	Якшур-Бодьинский район
469621	Яккима
469832	Яблоня
469861	Яблоновка
469963	Вытебеть
470284	Вышилово
470402	Выползово
470443	Городской округ город Выкса
470558	Вязь-Выселки
470590	Вязовна
470623	Вязовка
470776	Вяльцево
470889	Вуоксела
470902	Вуктыл
470965	Енино Второе
471136	Возжихино
471163	Вознесенье
471428	Воткинский район
471614	Воскресенское
471617	Воскресенское
471769	Ворсино
471789	Воровая
471822	Ворошиловский район
471908	Воронцовка
472224	Волжский район
472246	Волынцы
472509	Волобуево
472528	Вольный Аул
473240	Владимирово
473537	Виноградово
474603	Верхняя Максаковка
475014	Виданы
475054	Верхние Подгоричи
475527	Вышнеольховатое
475767	Верещино
475772	Верещагинский район
476049	Великолесье
476260	Вечна
476771	Василисино
476819	Василенки
477150	Ванец
477330	Вакино
477497	Узкое
477591	Уя
477882	Устье
477904	Усты
478136	Усть-Дёмино
478277	Усольский район
478295	Усохи
478345	Усинск
478363	Ушмор
478406	Ушаково
478723	Урицкий
478796	Уразгильдино
479051	Умётский район
479191	Улваны
479443	Уинский район
479494	Угольное
479516	Углы
479870	Тюльганский район
480520	Тулосозеро
480612	Тухинь
480620	Тукаевский район
480970	Центральный район
480971	Центральный район
480973	Центральный район
480974	Центральный район
480976	Центральный район
481324	Трубино
481381	Трояново
481387	Тростье
481444	Трошково
481627	Троица
481881	Тракторозаводский район
482803	Тинарка
482847	Тимошино
483045	Тихоновка
483107	Тигвера
483355	Терники
483651	Темяшево
483688	Тёмкинский район
483738	Теляково
484246	Ташкеницы
484893	Тагилстроевский район
485262	Сычёвский муниципальный округ
485274	Сычево
485275	Сычёво
485276	Сычево
485335	Сярда
485734	Светилово
485758	Свердловский район
486044	Сурский район
487232	Стрелково
490030	Шатойский район
490622	Сопёлки
498661	Саратовский район
500545	Русановка
503749	Путилово
507363	Покровское
508257	Нижнеподкумский
508462	Подборье
515823	Октябрьский район
519467	Новая Толковка
535268	Лихообразово
536073	Ленинский район
536632	Лазарево
537733	Кузнецкий район
538044	Куединский район
539141	Кунгурский район
539553	Городской округ город Кулебаки
540778	Кромской район
541461	Желтянка
542274	Красноперекопский район
542286	Краснооктябрьский район
542339	Красногвардейский район
542362	Красногорский район
542440	Красноармейский район
545705	Комсомольский район
546091	Колпнянский район
546471	Колесниково
548180	Кишертский район
548365	Кировский район
548366	Кировский район
548368	Кировский район
548370	Железнодорожный округ
548371	Кировский район
548372	Кировский район
548373	Кировский район
549339	Хотынецкий район
550886	Кезский район
552155	Иноземцево
553208	Канавинский район
553346	Камско-Устьинский район
553390	Камешкирский район
553407	Каменский район
554179	Калининский район
554180	Калининский район
555790	Иссинский район
556274	Инжавинский муниципальный округ
556383	Индустриальный район
556384	Индустриальный район
557465	Игринский район
559919	Горки-10
561305	Глазуновский район
562153	Галиция
562326	Фрунзенский район
562328	Фрунзенский район
562329	Фрунзенский район
563698	Дзержинский район
563699	Дзержинский район
563700	Дзержинский район
563701	Дзержинский район
563702	Дзержинский район
565453	Должанский район
